Detailed Report,County,State,Municipality,Permitted Uses,Mentions of Moratoria,Sentiment,Sentiment Detail,Recent Projects
https://app.sparkhq.ai/reports?location=6288,Leflore County,MS,,,No mentions of moratoria,GOOD,"- **Multiple approved projects**: Carroll County has successfully approved and launched large-scale solar projects, including the 100MW Delta's Edge facility. - **Strong economic benefits**: The projects have created hundreds of jobs and generated significant property tax revenue for the local community. - **Positive local reception**: There are no signs of opposition, and the projects are celebrated by local officials and energy cooperatives for meeting consumer demand for green energy.",
https://app.sparkhq.ai/reports?location=6376,Coahoma County,MS,,,No mentions of moratoria,MIXED,"- The withdrawal of a significant 75-100MW solar project (J1957) suggests potential development challenges in the county. - The involvement of Entergy Mississippi indicates institutional support for renewable energy projects. - No evidence of explicit opposition or moratoriums, but also no clear signals of successful project completions.",
https://app.sparkhq.ai/reports?location=6447,Stone County,MS,,,No mentions of moratoria,GOOD,"- **Clear regulatory framework**: Stone County has established specific procedures and requirements for solar panel installations, showing a structured approach to renewable energy. - **Multiple approved projects**: The county has approved large-scale solar projects, including the 109.20 MW Fable Solar facility with an $80 million investment. - **Economic benefits emphasized**: Projects are highlighted for creating local jobs (300+ construction jobs) and generating economic benefits for the community.",
https://app.sparkhq.ai/reports?location=6680,Alcorn County,MS,,,No mentions of moratoria,GOOD,"- **Explicit solar regulations**: The county has established clear zoning regulations for solar energy systems, showing proactive support for solar development. - **Broad allowance**: Solar systems are permitted as accessory uses across all zoning districts, indicating widespread acceptance. - **Clear guidelines**: The ordinance provides specific design standards and requirements, demonstrating a well-thought-out framework for solar development.",
https://app.sparkhq.ai/reports?location=7316,Lawrence County,MS,,,No mentions of moratoria,GOOD,"- **Strong local support** evidenced by approved tax agreements from county supervisors and no apparent opposition. - **Significant economic benefits** including 300 construction jobs, 10 permanent positions, and substantial tax revenue for local counties and schools. - **Comprehensive planning** demonstrated through detailed decommissioning plans, environmental compliance commitments, and community engagement initiatives including grant programs.","Bluestown Solar, LLC (9/17/2024): Proposed 172.5 MW solar electric facility in Jefferson Davis and Lawrence Counties, expected to create 300 construction jobs and generate over $65 million in tax revenue; Link: https://www.psc.state.ms.us/InSiteConnect/InSiteView.aspx?model=INSITE_CONNECT&queue=CTS_ARCHIVEQ&docid=678525; Bluestown Solar, LLC (9/16/2024): Decommissioning plan submitted for the solar project, detailing the removal of solar structures and site restoration after 30-year project life, including recycling and environmental compliance measures; Link: https://ctsportal.psc.ms.gov/portal/PSC/ViewFile?fileId=%2FzSMvkFDpA0%3D"
https://app.sparkhq.ai/reports?location=7433,Tishomingo County,MS,,,No mentions of moratoria,,,
https://app.sparkhq.ai/reports?location=8193,Chickasaw County,MS,,,No mentions of moratoria,GOOD,"- **Strong project approval history**: Chickasaw County has approved multiple solar projects over the years, including recent approvals for a $234M solar farm and previous smaller installations. - **Economic benefits welcomed**: Local authorities consistently highlight the positive economic impacts, including tax revenue and job creation, showing strong support for energy development. - **No significant opposition**: Public hearings and discussions show minimal to no opposition from locals, with most projects moving forward smoothly.",
https://app.sparkhq.ai/reports?location=8226,Tippah County,MS,,,,,,
https://app.sparkhq.ai/reports?location=8232,Hancock County,MS,,,No mentions of moratoria,GOOD,"- **Multiple project approvals**: Hancock County has consistently approved several solar projects, including the $80M Moonshot Solar project and NASA's solar arrays. - **Strong regulatory support**: The Mississippi Public Service Commission has shown clear support by approving multiple solar facilities and their associated infrastructure. - **Economic benefits emphasized**: Local officials and regulators highlight positive economic impacts through job creation (300+ jobs) and tax revenue, with no costs passed to ratepayers.",
https://app.sparkhq.ai/reports?location=8282,Marshall County,MS,,,No mentions of moratoria,GOOD,"- **Strong economic investment**: Marshall County has attracted a major $1.9B battery manufacturing facility with strong support from state and local officials. - **Multiple approved solar projects**: The county has recently approved several solar projects including SR Marshall and SR Byhalia facilities with no significant opposition. - **Supportive regulatory environment**: The Public Service Commission has shown consistent support for energy development projects, approving multiple facilities without special exceptions needed.",
https://app.sparkhq.ai/reports?location=8796,Harrison County,MS,,,No mentions of moratoria,GOOD,"- **Strong regulatory support**: Harrison County's Unified Development Code explicitly includes provisions for solar energy systems and wind energy systems, showing proactive support for renewable energy. - **Successful project history**: Multiple solar projects have been approved and developed, including a 52 MW facility and a 3.29 MW solar facility at the Naval Construction Battalion Center. - **Local government backing**: The Board of Supervisors has demonstrated consistent support through land sales for solar development and unanimous approval of renewable energy projects.",
https://app.sparkhq.ai/reports?location=8978,Jefferson Davis County,MS,,,No mentions of moratoria,GOOD,"- **Active Development**: Multiple active solar projects are being developed, including the 172.5 MW Bluestown Solar facility and MISO project J2127, showing strong momentum for renewable energy. - **Local Support**: The project has received support from county supervisors and has established tax agreements, indicating positive local reception. - **Economic Benefits**: The projects promise significant economic advantages including 300 construction jobs, 10 permanent positions, and substantial tax revenue for local communities without any burden on taxpayers.","Bluestown Solar, LLC (9/17/2024): Proposed 172.5 MW solar electric facility in Jefferson Davis and Lawrence Counties, expected to create 300 construction jobs and generate over $65 million in tax revenue; Link: https://www.psc.state.ms.us/InSiteConnect/InSiteView.aspx?model=INSITE_CONNECT&queue=CTS_ARCHIVEQ&docid=678525; Bluestown Solar, LLC (9/16/2024): Decommissioning plan submitted for the solar project, detailing removal of structures and site restoration after 30-year lifespan, with focus on recycling and environmental compliance; Link: https://ctsportal.psc.ms.gov/portal/PSC/ViewFile?fileId=%2FzSMvkFDpA0%3D; Bluestown Solar, LLC (9/17/2024): Project details including local community support, regulatory compliance measures, and commitment to environmental protection during facility construction and operation; Link: https://www.psc.state.ms.us/InSiteConnect/InSiteView.aspx?model=INSITE_CONNECT&queue=CTS_ARCHIVEQ&docid=678525"
https://app.sparkhq.ai/reports?location=9170,Washington County,MS,,,No mentions of moratoria,GOOD,"- **Multiple approved projects**: Washington County has approved several large-scale solar projects including McNew Renewables ($165M), Greer Solar (170MW + 30MW expansion), showing strong support for energy development. - **Positive economic impact**: Projects are bringing significant investments ($260M+), hundreds of construction jobs, and millions in tax revenue, with strong local government support. - **No opposition**: Documentation shows no recorded opposition from locals or officials, and multiple successful permit applications indicate streamlined approval processes.",
https://app.sparkhq.ai/reports?location=9564,Walthall County,MS,,,No mentions of moratoria,MIXED,"- The presence of an active large-scale solar project in the interconnection queue suggests some openness to renewable energy development. - Limited historical data or community feedback makes it difficult to gauge local sentiment definitively. - The involvement of Cooperative Energy indicates institutional support, but doesn't guarantee local approval.",
https://app.sparkhq.ai/reports?location=10314,Lafayette County,MS,,,No mentions of moratoria,,,
https://app.sparkhq.ai/reports?location=10356,Lincoln County,MS,,,No mentions of moratoria,GOOD,"- **Strong utility support**: Entergy Mississippi has committed to a major renewable energy expansion, planning 1,000 MW of renewable energy including solar. - **Multiple active projects**: Several large-scale solar projects are currently being proposed and reviewed by the Public Service Commission, including Beaman Renewables and McNew Renewables. - **Economic benefits emphasized**: Projects are being promoted for their job creation potential and economic development benefits, with strong support from local authorities.",
https://app.sparkhq.ai/reports?location=10520,Union County,MS,,,No mentions of moratoria,GOOD,"- **Strong institutional support**: Multiple solar projects have been approved in the region, including the recent CPV Jugfork Solar Project and previous successful projects in Union County. - **Active development process**: TVA is actively seeking public input and conducting environmental reviews, showing a structured approach to energy development. - **Positive local reception**: No significant opposition has been documented, and previous solar projects have been welcomed for their economic and environmental benefits.","Competitive Power Ventures (9/4/2024): The Jugfork Solar Project, a 200 MW solar facility with 20 MW battery storage system, covering 1,000 acres within a 1,700-acre site in Lee and Union Counties, Mississippi. TVA opens public comment period for environmental review.; Link: https://tvawcma.com/news-media/releases/tva-seeks-public-input-on-proposed-solar-project-in-northeast-mississippi; Competitive Power Ventures (9/30/2026): The CPV Jugfork Solar Project will create approximately 300 construction jobs and provide long-term revenue for local services, while enhancing soil quality and supporting TVA's carbon reduction goals.; Link: https://www.cpv.com/our-projects/cpv-jugfork-solar/; Tennessee Valley Authority (9/4/2024): TVA announces preparation of Environmental Impact Statement (EIS) for the Jugfork Solar Project, including comprehensive evaluation of environmental effects and alternatives, with emphasis on public involvement and transparency.; Link: https://www.govinfo.gov/content/pkg/FR-2024-09-05/pdf/2024-19557.pdf"
https://app.sparkhq.ai/reports?location=10656,Jones County,MS,,,No mentions of moratoria,,,
https://app.sparkhq.ai/reports?location=10699,Franklin County,MS,,,,,,
https://app.sparkhq.ai/reports?location=10737,Newton County,MS,,,No mentions of moratoria,,,
https://app.sparkhq.ai/reports?location=10741,Simpson County,MS,,,No mentions of moratoria,MIXED,"- County is actively considering a solar facility proposal, showing openness to renewable energy development. - Technical challenges with grid connection and concerns about limiting future development indicate some hesitation. - No strong opposition mentioned, but also no clear signals of enthusiastic support or existing renewable energy policies.",
https://app.sparkhq.ai/reports?location=10774,Attala County,MS,,,No mentions of moratoria,GOOD,"- **Active Development**: There is an active large-scale solar + battery project in the interconnection queue, showing the county is open to renewable energy development. - **Utility Support**: The project is being managed by Entergy Mississippi, indicating strong utility backing for renewable energy in the region. - **No Opposition**: There are no signs of local opposition or restrictive regulations mentioned in the context.",
https://app.sparkhq.ai/reports?location=11404,Pontotoc County,MS,,,No mentions of moratoria,GOOD,"- **Active Development**: A major 200MW solar + storage facility (Fiddle Falls Solar) is currently seeking approval, demonstrating county openness to large-scale energy projects. - **Economic Benefits**: The proposed $250M project will create 250 construction jobs and increase tax revenue, showing positive economic impact for the community. - **Existing Solar Support**: The city has one of the oldest solar initiatives in the state and actively promotes residential solar adoption through various incentives.",
https://app.sparkhq.ai/reports?location=11459,Tunica County,MS,,,No mentions of moratoria,GOOD,"- **Strong project momentum**: Multiple large-scale renewable projects have been approved and completed, including Mississippi's first utility-scale wind farm (Delta Wind) and several solar projects. - **Supportive local government**: The Mississippi Public Service Commission has consistently approved renewable energy projects and provided tax incentives to encourage development. - **Positive community response**: Local leaders and communities have shown support for renewable projects, particularly appreciating the dual-use potential with agriculture and significant tax revenue generation.",
https://app.sparkhq.ai/reports?location=11799,Prentiss County,MS,,,No mentions of moratoria,,,
https://app.sparkhq.ai/reports?location=11884,Rankin County,MS,,,No mentions of moratoria,GOOD,"- Florence and Rankin County have established comprehensive solar-friendly zoning ordinances that specifically accommodate utility-scale solar projects. - The city actively promotes and invests in solar technology initiatives, demonstrating strong municipal support for renewable energy. - Recent state-level policy changes through the Mississippi Public Service Commission show broader regulatory support for solar development, including new interconnection rules and net metering programs.",
https://app.sparkhq.ai/reports?location=11887,Amite County,MS,,,No mentions of moratoria,GOOD,"- **Active Development Plans**: Swift Current Energy is actively planning a large 400MW solar farm, showing current interest and investment in renewable energy. - **Community Engagement**: The company is holding meetings with residents to gather input and maintain transparency, indicating a structured approach to development. - **Multiple Project Interest**: Despite one withdrawal, there is another active interconnection request for a 300-400MW solar plus battery project, showing sustained interest in renewable development.",
https://app.sparkhq.ai/reports?location=11891,Yalobusha County,MS,,,No mentions of moratoria,GOOD,"- **Active Project Development**: Multiple solar projects are in development, including a micro-solar farm with Renewvia and a larger project near I-55, showing strong local support. - **Government Support**: The Board of Supervisors plans to approve tax rates for solar projects, and the city is actively working to structure favorable terms for development. - **Economic Benefits**: Projects are viewed positively due to significant economic advantages including tax revenue generation, electricity cost savings, and school district lease payments.",
